"match_id","date","time","season","league","phase","venue","team_id","team","opp_id","opp","coach","opp_coach","GF","GA","decision","status","pts"
"20161186077004","2016-01-31","11:45","2015/2016","SWHL B","Playoffs","home","103947","Fribourg Ladies Hockey-Club","104297","EHC Bassersdorf Ladies","Joel Gremaud","Adrian Gischig",0,2,"","End",0
"20161185078002","2016-01-31","10:45","2015/2016","SWHL A","Playout","home","105752","Thurgau Indien Ladies","103639","SC Reinach","Daniel Zbinden","Bernhard Bachmann",2,3,"OT","End",1
"20161186077003","2016-01-31","09:15","2015/2016","SWHL B","Playoffs","home","105512","EHC Zunzgen-Sissach","104907","Brandis Juniors Ladies","Christian Ruth","Mathias Leuenberger",1,5,"","End",0
"20161185077004","2016-01-31","17:30","2015/2016","SWHL A","Playoffs","away","105642","Ladies Team Lugano","105549","Neuchâtel Hockey Academy","Marzio Brambilla","Yan Gigon",2,1,"","End",3
"20161185077003","2016-01-31","15:45","2015/2016","SWHL A","Playoffs","away","103589","EV Bomo","103432","ZSC Lions","Bruno Allemann","Daniela Diaz",3,6,"","End",0
"20161186077004","2016-01-31","11:45","2015/2016","SWHL B","Playoffs","away","104297","EHC Bassersdorf Ladies","103947","Fribourg Ladies Hockey-Club","Adrian Gischig","Joel Gremaud",2,0,"","End",3
"20161185078002","2016-01-31","10:45","2015/2016","SWHL A","Playout","away","103639","SC Reinach","105752","Thurgau Indien Ladies","Bernhard Bachmann","Daniel Zbinden",3,2,"OT","End",2
"20161186077003","2016-01-31","09:15","2015/2016","SWHL B","Playoffs","away","104907","Brandis Ladies","105512","EHC Zunzgen-Sissach","Mathias Leuenberger","Christian Ruth",5,1,"","End",3
"20161185077002","2016-01-30","20:15","2015/2016","SWHL A","Playoffs","home","105642","Ladies Team Lugano","105549","Neuchâtel Hockey Academy","Marzio Brambilla","Yan Gigon",5,2,"","End",3
"20161186077002","2016-01-30","20:00","2015/2016","SWHL B","Playoffs","home","104297","EHC Bassersdorf Ladies","103947","Fribourg Ladies Hockey-Club","Adrian Gischig","Joel Gremaud",1,0,"","End",3
"20161186077001","2016-01-30","19:30","2015/2016","SWHL B","Playoffs","home","104907","Brandis Ladies","105512","EHC Zunzgen-Sissach","Mathias Leuenberger","Christian Ruth",6,5,"","End",3
"20161186084001","2016-01-30","17:00","2015/2016","SWHL B","Regular Season","home","103951","GCK Lions Frauen","105074","HC Saint-Imier","Ernst Meier","Christophe Augsburger",7,0,"","End",3
"20161185078001","2016-01-30","16:45","2015/2016","SWHL A","Playout","home","103639","SC Reinach","105752","Thurgau Indien Ladies","Bernhard Bachmann","Daniel Zbinden",4,0,"","End",3
"20161185077001","2016-01-30","14:15","2015/2016","SWHL A","Playoffs","home","103589","EV Bomo","103432","ZSC Lions","Bruno Allemann","Daniela Diaz",2,3,"OT","End",1
"20161185077002","2016-01-30","20:15","2015/2016","SWHL A","Playoffs","away","105549","Neuchâtel Hockey Academy","105642","Ladies Team Lugano","Yan Gigon","Marzio Brambilla",2,5,"","End",0
"20161186077002","2016-01-30","20:00","2015/2016","SWHL B","Playoffs","away","103947","Fribourg Ladies Hockey-Club","104297","EHC Bassersdorf Ladies","Joel Gremaud","Adrian Gischig",0,1,"","End",0
"20161186077001","2016-01-30","19:30","2015/2016","SWHL B","Playoffs","away","105512","EHC Zunzgen-Sissach","104907","Brandis Juniors Ladies","Christian Ruth","Mathias Leuenberger",5,6,"","End",0
"20161186084001","2016-01-30","17:00","2015/2016","SWHL B","Regular Season","away","105074","HC Saint-Imier","103951","GCK Lions Frauen","Christophe Augsburger","Ernst Meier",0,7,"","End",0
"20161185078001","2016-01-30","16:45","2015/2016","SWHL A","Playout","away","105752","Thurgau Indien Ladies","103639","SC Reinach","Daniel Zbinden","Bernhard Bachmann",0,4,"","End",0
"20161185077001","2016-01-30","14:15","2015/2016","SWHL A","Playoffs","away","103432","ZSC Lions","103589","EV Bomo","Daniela Diaz","Bruno Allemann",3,2,"OT","End",2
"20161185072024","2016-01-26","20:15","2015/2016","SWHL A","Regular Season","home","103639","SC Reinach","103589","EV Bomo","Bernhard Bachmann","Bruno Allemann",2,7,"","End",0
"20161185072024","2016-01-26","20:15","2015/2016","SWHL A","Regular Season","away","103589","EV Bomo","103639","SC Reinach","Bruno Allemann","Bernhard Bachmann",7,2,"","End",3
"20161186071055","2016-01-24","11:45","2015/2016","SWHL B","Regular Season","home","103947","Fribourg Ladies Hockey-Club","105074","HC Saint-Imier","Joel Gremaud","Christophe Augsburger",6,0,"","End",3
"20161186071055","2016-01-24","11:45","2015/2016","SWHL B","Regular Season","away","105074","HC Saint-Imier","103947","Fribourg Ladies Hockey-Club","Christophe Augsburger","Joel Gremaud",0,6,"","End",0
"20161186071053","2016-01-23","20:15","2015/2016","SWHL B","Regular Season","home","103951","GCK Lions Frauen","104752","CP de Meyrin","Ernst Meier","Jacques-Etienne Geschworner",3,2,"SO","End",2
"20161186071053","2016-01-23","20:15","2015/2016","SWHL B","Regular Season","away","104752","CP de Meyrin","103951","GCK Lions Frauen","Jacques-Etienne Geschworner","Ernst Meier",2,3,"SO","End",1
"20161185072017","2016-01-20","20:15","2015/2016","SWHL A","Regular Season","home","103432","ZSC Lions","103639","SC Reinach","Daniela Diaz","Bernhard Bachmann",8,1,"","End",3
"20161185072017","2016-01-20","20:15","2015/2016","SWHL A","Regular Season","away","103639","SC Reinach","103432","ZSC Lions","Bernhard Bachmann","Daniela Diaz",1,8,"","End",0
"20161185072030","2016-01-17","20:00","2015/2016","SWHL A","Regular Season","home","103589","EV Bomo","105752","Thurgau Indien Ladies","Bruno Allemann","Daniel Zbinden",3,4,"","End",0
"20161186071049","2016-01-17","19:45","2015/2016","SWHL B","Regular Season","home","104907","Brandis Ladies","103947","Fribourg Ladies Hockey-Club","Mathias Leuenberger","Marion Vermeille",6,1,"","End",3
"20161186071050","2016-01-17","18:30","2015/2016","SWHL B","Regular Season","home","105074","HC Saint-Imier","104297","EHC Bassersdorf Ladies","Christophe Augsburger","Adrian Gischig",1,4,"","End",0
"20161185072029","2016-01-17","18:14","2015/2016","SWHL A","Regular Season","home","103639","SC Reinach","105642","Ladies Team Lugano","Bernhard Bachmann","Marzio Brambilla",1,5,"","End",0
"20161185072028","2016-01-17","17:00","2015/2016","SWHL A","Regular Season","home","105549","Neuchâtel Hockey Academy","103432","ZSC Lions","Yan Gigon","Daniela Diaz",1,5,"","End",0
"20161185072030","2016-01-17","20:00","2015/2016","SWHL A","Regular Season","away","105752","Thurgau Indien Ladies","103589","EV Bomo","Daniel Zbinden","Bruno Allemann",4,3,"","End",3
"20161186071049","2016-01-17","19:45","2015/2016","SWHL B","Regular Season","away","103947","Fribourg Ladies Hockey-Club","104907","Brandis Juniors Ladies","Marion Vermeille","Mathias Leuenberger",1,6,"","End",0
"20161186071050","2016-01-17","18:30","2015/2016","SWHL B","Regular Season","away","104297","EHC Bassersdorf Ladies","105074","HC Saint-Imier","Adrian Gischig","Christophe Augsburger",4,1,"","End",3
"20161185072029","2016-01-17","18:14","2015/2016","SWHL A","Regular Season","away","105642","Ladies Team Lugano","103639","SC Reinach","Marzio Brambilla","Bernhard Bachmann",5,1,"","End",3
"20161185072028","2016-01-17","17:00","2015/2016","SWHL A","Regular Season","away","103432","ZSC Lions","105549","Neuchâtel Hockey Academy","Daniela Diaz","Yan Gigon",5,1,"","End",3
"20161186071052","2016-01-16","20:15","2015/2016","SWHL B","Regular Season","home","104752","CP de Meyrin","105512","EHC Zunzgen-Sissach","Sebastien Berges","Christian Ruth",2,3,"","End",0
"20161185072027","2016-01-16","20:15","2015/2016","SWHL A","Regular Season","home","103432","ZSC Lions","103589","EV Bomo","Daniela Diaz","Lolita Andrisevska",9,5,"","End",3
"20161185072025","2016-01-16","20:00","2015/2016","SWHL A","Regular Season","home","105752","Thurgau Indien Ladies","103639","SC Reinach","Daniel Zbinden","Bernhard Bachmann",1,3,"","End",0
"20161185072026","2016-01-16","15:07","2015/2016","SWHL A","Regular Season","home","105642","Ladies Team Lugano","105549","Neuchâtel Hockey Academy","Marzio Brambilla","Yan Gigon",4,1,"","End",3
"20161186071052","2016-01-16","20:15","2015/2016","SWHL B","Regular Season","away","105512","EHC Zunzgen-Sissach","104752","CP de Meyrin","Christian Ruth","Sebastien Berges",3,2,"","End",3
"20161185072027","2016-01-16","20:15","2015/2016","SWHL A","Regular Season","away","103589","EV Bomo","103432","ZSC Lions","Lolita Andrisevska","Daniela Diaz",5,9,"","End",0
"20161185072025","2016-01-16","20:00","2015/2016","SWHL A","Regular Season","away","103639","SC Reinach","105752","Thurgau Indien Ladies","Bernhard Bachmann","Daniel Zbinden",3,1,"","End",3
"20161185072026","2016-01-16","15:07","2015/2016","SWHL A","Regular Season","away","105549","Neuchâtel Hockey Academy","105642","Ladies Team Lugano","Yan Gigon","Marzio Brambilla",1,4,"","End",0
"20161185072015","2016-01-10","20:15","2015/2016","SWHL A","Regular Season","home","103432","ZSC Lions","105549","Neuchâtel Hockey Academy","Daniela Diaz","Yan Gigon",8,3,"","End",3
"20161185072014","2016-01-10","15:00","2015/2016","SWHL A","Regular Season","home","105642","Ladies Team Lugano","103639","SC Reinach","Marzio Brambilla","Marcel Herzog",9,0,"","End",3
"20161186071048","2016-01-10","11:45","2015/2016","SWHL B","Regular Season","home","103947","Fribourg Ladies Hockey-Club","105512","EHC Zunzgen-Sissach","Marion Vermeille","Christian Ruth",3,1,"","End",3
"20161185072015","2016-01-10","20:15","2015/2016","SWHL A","Regular Season","away","105549","Neuchâtel Hockey Academy","103432","ZSC Lions","Yan Gigon","Daniela Diaz",3,8,"","End",0
"20161185072014","2016-01-10","15:00","2015/2016","SWHL A","Regular Season","away","103639","SC Reinach","105642","Ladies Team Lugano","Marcel Herzog","Marzio Brambilla",0,9,"","End",0
"20161186071048","2016-01-10","11:45","2015/2016","SWHL B","Regular Season","away","105512","EHC Zunzgen-Sissach","103947","Fribourg Ladies Hockey-Club","Christian Ruth","Marion Vermeille",1,3,"","End",0
"20161185072022","2016-01-09","20:15","2015/2016","SWHL A","Regular Season","home","103432","ZSC Lions","105642","Ladies Team Lugano","Daniela Diaz","Marzio Brambilla",6,0,"","End",3
"20161186071047","2016-01-09","20:00","2015/2016","SWHL B","Regular Season","home","104297","EHC Bassersdorf Ladies","104907","Brandis Juniors Ladies","Adrian Gischig","Mathias Leuenberger",2,3,"OT","End",1
"20161186071046","2016-01-09","17:00","2015/2016","SWHL B","Regular Season","home","103951","GCK Lions Frauen","105074","HC Saint-Imier","Ernst Meier","Christophe Augsburger",6,1,"","End",3
"20161185072023","2016-01-09","16:30","2015/2016","SWHL A","Regular Season","home","105549","Neuchâtel Hockey Academy","105752","Thurgau Indien Ladies","Yan Gigon","Daniel Zbinden",6,0,"","End",3
"20161185072022","2016-01-09","20:15","2015/2016","SWHL A","Regular Season","away","105642","Ladies Team Lugano","103432","ZSC Lions","Marzio Brambilla","Daniela Diaz",0,6,"","End",0
"20161186071047","2016-01-09","20:00","2015/2016","SWHL B","Regular Season","away","104907","Brandis Ladies","104297","EHC Bassersdorf Ladies","Mathias Leuenberger","Adrian Gischig",3,2,"OT","End",2
"20161186071046","2016-01-09","17:00","2015/2016","SWHL B","Regular Season","away","105074","HC Saint-Imier","103951","GCK Lions Frauen","Christophe Augsburger","Ernst Meier",1,6,"","End",0
"20161185072023","2016-01-09","16:30","2015/2016","SWHL A","Regular Season","away","105752","Thurgau Indien Ladies","105549","Neuchâtel Hockey Academy","Daniel Zbinden","Yan Gigon",0,6,"","End",0
"20161186071056","2016-01-03","19:15","2015/2016","SWHL B","Regular Season","home","104907","Brandis Ladies","105512","EHC Zunzgen-Sissach","Mathias Leuenberger","Christian Ruth",5,2,"","End",3
"20161186071056","2016-01-03","19:15","2015/2016","SWHL B","Regular Season","away","105512","EHC Zunzgen-Sissach","104907","Brandis Juniors Ladies","Christian Ruth","Mathias Leuenberger",2,5,"","End",0
"20161186071042","2015-12-12","21:00","2015/2016","SWHL B","Regular Season","home","105074","HC Saint-Imier","104752","CP de Meyrin","Christophe Augsburger","Sebastien Berges",0,4,"","End",0
"20161185072021","2015-12-12","20:00","2015/2016","SWHL A","Regular Season","home","103589","EV Bomo","105642","Ladies Team Lugano","Bruno Allemann","Marzio Brambilla",2,3,"SO","End",1
"20161185072020","2015-12-12","19:30","2015/2016","SWHL A","Regular Season","home","105549","Neuchâtel Hockey Academy","103639","SC Reinach","Yan Gigon","Marcel Herzog",3,1,"","End",3
"20161186071043","2015-12-12","17:00","2015/2016","SWHL B","Regular Season","home","103947","Fribourg Ladies Hockey-Club","104297","EHC Bassersdorf Ladies","Marion Vermeille","Adrian Gischig",2,1,"","End",3
"20161186071041","2015-12-12","16:45","2015/2016","SWHL B","Regular Season","home","104907","Brandis Ladies","103951","GCK Lions Frauen","Mathias Leuenberger","Ernst Meier",4,3,"","End",3
"20161186071042","2015-12-12","21:00","2015/2016","SWHL B","Regular Season","away","104752","CP de Meyrin","105074","HC Saint-Imier","Sebastien Berges","Christophe Augsburger",4,0,"","End",3
"20161185072021","2015-12-12","20:00","2015/2016","SWHL A","Regular Season","away","105642","Ladies Team Lugano","103589","EV Bomo","Marzio Brambilla","Bruno Allemann",3,2,"SO","End",2
"20161185072020","2015-12-12","19:30","2015/2016","SWHL A","Regular Season","away","103639","SC Reinach","105549","Neuchâtel Hockey Academy","Marcel Herzog","Yan Gigon",1,3,"","End",0
"20161186071043","2015-12-12","17:00","2015/2016","SWHL B","Regular Season","away","104297","EHC Bassersdorf Ladies","103947","Fribourg Ladies Hockey-Club","Adrian Gischig","Marion Vermeille",1,2,"","End",0
"20161186071041","2015-12-12","16:45","2015/2016","SWHL B","Regular Season","away","103951","GCK Lions Frauen","104907","Brandis Juniors Ladies","Ernst Meier","Mathias Leuenberger",3,4,"","End",0
"20161185072019","2015-12-09","19:30","2015/2016","SWHL A","Regular Season","home","105752","Thurgau Indien Ladies","103432","ZSC Lions","Daniel Zbinden","Daniela Diaz",0,15,"","End",0
"20161185072019","2015-12-09","19:30","2015/2016","SWHL A","Regular Season","away","103432","ZSC Lions","105752","Thurgau Indien Ladies","Daniela Diaz","Daniel Zbinden",15,0,"","End",3
"20161185072018","2015-12-06","20:00","2015/2016","SWHL A","Regular Season","home","105549","Neuchâtel Hockey Academy","103589","EV Bomo","Yan Gigon","Lolita Andrisevska",10,4,"","End",3
"20161185072016","2015-12-06","14:30","2015/2016","SWHL A","Regular Season","home","105642","Ladies Team Lugano","105752","Thurgau Indien Ladies","Marzio Brambilla","Daniel Zbinden",8,0,"","End",3
"20161185072018","2015-12-06","20:00","2015/2016","SWHL A","Regular Season","away","103589","EV Bomo","105549","Neuchâtel Hockey Academy","Lolita Andrisevska","Yan Gigon",4,10,"","End",0
"20161185072016","2015-12-06","14:30","2015/2016","SWHL A","Regular Season","away","105752","Thurgau Indien Ladies","105642","Ladies Team Lugano","Daniel Zbinden","Marzio Brambilla",0,8,"","End",0
"20161186071040","2015-12-05","20:15","2015/2016","SWHL B","Regular Season","home","104297","EHC Bassersdorf Ladies","105512","EHC Zunzgen-Sissach","Adrian Gischig","Christian Ruth",10,1,"","End",3
"20161186071039","2015-12-05","18:00","2015/2016","SWHL B","Regular Season","home","103951","GCK Lions Frauen","103947","Fribourg Ladies Hockey-Club","Ernst Meier","Marion Vermeille",1,4,"","End",0
"20161186071038","2015-12-05","17:00","2015/2016","SWHL B","Regular Season","home","104752","CP de Meyrin","104907","Brandis Juniors Ladies","Sebastien Berges","Mathias Leuenberger",4,3,"","End",3
"20161185072013","2015-12-05","16:30","2015/2016","SWHL A","Regular Season","home","105752","Thurgau Indien Ladies","103589","EV Bomo","Daniel Zbinden","Bruno Allemann",1,3,"","End",0
"20161186071040","2015-12-05","20:15","2015/2016","SWHL B","Regular Season","away","105512","EHC Zunzgen-Sissach","104297","EHC Bassersdorf Ladies","Christian Ruth","Adrian Gischig",1,10,"","End",0
"20161186071039","2015-12-05","18:00","2015/2016","SWHL B","Regular Season","away","103947","Fribourg Ladies Hockey-Club","103951","GCK Lions Frauen","Marion Vermeille","Ernst Meier",4,1,"","End",3
"20161186071038","2015-12-05","17:00","2015/2016","SWHL B","Regular Season","away","104907","Brandis Ladies","104752","CP de Meyrin","Mathias Leuenberger","Sebastien Berges",3,4,"","End",0
"20161185072013","2015-12-05","16:30","2015/2016","SWHL A","Regular Season","away","103589","EV Bomo","105752","Thurgau Indien Ladies","Bruno Allemann","Daniel Zbinden",3,1,"","End",3
"20161186071036","2015-11-29","20:15","2015/2016","SWHL B","Regular Season","home","105512","EHC Zunzgen-Sissach","105074","HC Saint-Imier","Christian Ruth","Christophe Augsburger",6,0,"","End",3
"20161185072011","2015-11-29","17:45","2015/2016","SWHL A","Regular Season","home","103639","SC Reinach","105752","Thurgau Indien Ladies","Marcel Herzog","Daniel Zbinden",4,1,"","End",3
"20161185072012","2015-11-29","17:00","2015/2016","SWHL A","Regular Season","home","103589","EV Bomo","103432","ZSC Lions","Bruno Allemann","Daniela Diaz",2,3,"","End",0
"20161185072010","2015-11-29","17:00","2015/2016","SWHL A","Regular Season","home","105549","Neuchâtel Hockey Academy","105642","Ladies Team Lugano","Yan Gigon","Marzio Brambilla",4,3,"","End",3
"20161186071035","2015-11-29","11:45","2015/2016","SWHL B","Regular Season","home","103947","Fribourg Ladies Hockey-Club","104752","CP de Meyrin","Marion Vermeille","Sebastien Berges",1,2,"OT","End",1
"20161186071036","2015-11-29","20:15","2015/2016","SWHL B","Regular Season","away","105074","HC Saint-Imier","105512","EHC Zunzgen-Sissach","Christophe Augsburger","Christian Ruth",0,6,"","End",0
"20161185072011","2015-11-29","17:45","2015/2016","SWHL A","Regular Season","away","105752","Thurgau Indien Ladies","103639","SC Reinach","Daniel Zbinden","Marcel Herzog",1,4,"","End",0
"20161185072012","2015-11-29","17:00","2015/2016","SWHL A","Regular Season","away","103432","ZSC Lions","103589","EV Bomo","Daniela Diaz","Bruno Allemann",3,2,"","End",3
"20161185072010","2015-11-29","17:00","2015/2016","SWHL A","Regular Season","away","105642","Ladies Team Lugano","105549","Neuchâtel Hockey Academy","Marzio Brambilla","Yan Gigon",3,4,"","End",0
"20161186071035","2015-11-29","11:45","2015/2016","SWHL B","Regular Season","away","104752","CP de Meyrin","103947","Fribourg Ladies Hockey-Club","Sebastien Berges","Marion Vermeille",2,1,"OT","End",2
"20161186071034","2015-11-28","20:00","2015/2016","SWHL B","Regular Season","home","104297","EHC Bassersdorf Ladies","103951","GCK Lions Frauen","Adrian Gischig","Ernst Meier",6,1,"","End",3
"20161185072007","2015-11-28","19:45","2015/2016","SWHL A","Regular Season","home","105752","Thurgau Indien Ladies","105549","Neuchâtel Hockey Academy","Daniel Zbinden","Yan Gigon",3,6,"","End",0
"20161185072008","2015-11-28","18:30","2015/2016","SWHL A","Regular Season","home","105642","Ladies Team Lugano","103432","ZSC Lions","Marzio Brambilla","Daniela Diaz",0,3,"","End",0
"20161185072009","2015-11-28","14:15","2015/2016","SWHL A","Regular Season","home","103589","EV Bomo","103639","SC Reinach","Bruno Allemann","Marcel Herzog",2,1,"","End",3
"20161186071034","2015-11-28","20:00","2015/2016","SWHL B","Regular Season","away","103951","GCK Lions Frauen","104297","EHC Bassersdorf Ladies","Ernst Meier","Adrian Gischig",1,6,"","End",0
"20161185072007","2015-11-28","19:45","2015/2016","SWHL A","Regular Season","away","105549","Neuchâtel Hockey Academy","105752","Thurgau Indien Ladies","Yan Gigon","Daniel Zbinden",6,3,"","End",3
"20161185072008","2015-11-28","18:30","2015/2016","SWHL A","Regular Season","away","103432","ZSC Lions","105642","Ladies Team Lugano","Daniela Diaz","Marzio Brambilla",3,0,"","End",3
"20161185072009","2015-11-28","14:15","2015/2016","SWHL A","Regular Season","away","103639","SC Reinach","103589","EV Bomo","Marcel Herzog","Bruno Allemann",1,2,"","End",0
"20161186071032","2015-11-22","20:15","2015/2016","SWHL B","Regular Season","home","103951","GCK Lions Frauen","105512","EHC Zunzgen-Sissach","Ernst Meier","Christian Ruth",0,1,"","End",0
"20161186071029","2015-11-22","18:34","2015/2016","SWHL B","Regular Season","home","105074","HC Saint-Imier","104907","Brandis Juniors Ladies","Christophe Augsburger","Mathias Leuenberger",1,6,"","End",0
"20161185072006","2015-11-22","17:45","2015/2016","SWHL A","Regular Season","home","103639","SC Reinach","105549","Neuchâtel Hockey Academy","Marcel Herzog","Yan Gigon",1,12,"","End",0
"20161185072004","2015-11-22","14:45","2015/2016","SWHL A","Regular Season","home","105642","Ladies Team Lugano","103589","EV Bomo","Marzio Brambilla","Lolita Andrisevska",8,2,"","End",3
"20161185072005","2015-11-22","11:45","2015/2016","SWHL A","Regular Season","home","103432","ZSC Lions","105752","Thurgau Indien Ladies","Daniela Diaz","Daniel Zbinden",4,1,"","End",3
"20161186071032","2015-11-22","20:15","2015/2016","SWHL B","Regular Season","away","105512","EHC Zunzgen-Sissach","103951","GCK Lions Frauen","Christian Ruth","Ernst Meier",1,0,"","End",3
"20161186071029","2015-11-22","18:34","2015/2016","SWHL B","Regular Season","away","104907","Brandis Ladies","105074","HC Saint-Imier","Mathias Leuenberger","Christophe Augsburger",6,1,"","End",3
"20161185072006","2015-11-22","17:45","2015/2016","SWHL A","Regular Season","away","105549","Neuchâtel Hockey Academy","103639","SC Reinach","Yan Gigon","Marcel Herzog",12,1,"","End",3
"20161185072004","2015-11-22","14:45","2015/2016","SWHL A","Regular Season","away","103589","EV Bomo","105642","Ladies Team Lugano","Lolita Andrisevska","Marzio Brambilla",2,8,"","End",0
"20161185072005","2015-11-22","11:45","2015/2016","SWHL A","Regular Season","away","105752","Thurgau Indien Ladies","103432","ZSC Lions","Daniel Zbinden","Daniela Diaz",1,4,"","End",0
